Case No.,IOC English name,Scientific name,Location,State/Territory,Sighting Date,Submission,Decision,Acceptance tally
872,Malayan Night-Heron,Gorsachius melanolophus,Christmas Island,IOT,1/19/2011,,Accepted,3
1073,Malayan Night-Heron,Gorsachius melanolophus,Cocos (Keeling) Islands,IOT,25-Jan - 4-Jul-15,Submission,Accepted,4
1074,Malayan Night-Heron,Gorsachius melanolophus,Cocos (Keeling) Islands,IOT,13-Jan - 2-Jul-19,Submission,Accepted,5
1252,Malayan Night-Heron,Gorsachius melanolophus,Christmas Island,IOT,26-28/12/22,Submission,Accepted,6
1256,Malayan Night-Heron,Gorsachius melanolophus,Christmas Island,IOT,2-5/09/22,Submission,Accepted,7
712,Manx Shearwater,Puffinus puffinus,Venus Bay,SA,Nov-61,,Accepted,1
1084,Manx Shearwater,Puffinus puffinus,off Eaglehawk Neck,TAS,8/11/2019,Submission,Accepted,2
1173,Manx Shearwater,Puffinus puffinus,Perth Canyon,WA,7/19/2020,Submission,Accepted,3
223,Matsudaira's Storm-Petrel,Hydrobates matsudairae,NW of Dampier ,WA,Sep-68,,Accepted,1
224,Matsudaira's Storm-Petrel,Hydrobates matsudairae,NW of the Lacepede Islands ,WA,Nov-80,,Not Accepted,x
225,Matsudaira's Storm-Petrel,Hydrobates matsudairae,off NW Western Australia ,WA,Oct-96,,Accepted,2
1092,Matsudaira's Storm-Petrel,Hydrobates matsudairae,off Southport,QLD,10/19/2019,Submission,Not Accepted,x
1277,Matsudaira's Storm-Petrel,Hydrobates matsudairae,Brittania Seamount,NSW,2/4/2023,Submission,Accepted,3
315,Mew Gull,Larus canus,Chistmas Island,IOT,3/25/2001,,Accepted,1
612,Middendorff's Grasshopper-Warbler,Locustella ochotensis ,Ashmore Reef,WA,10/29/2005,,Accepted,1
613,Middendorff's Grasshopper-Warbler,Locustella ochotensis ,Ashmore Reef,WA,10/27/2006,,Accepted,2
614,Middendorff's Grasshopper-Warbler,Locustella ochotensis ,Ashmore Reef,WA,10/25/2007,,Accepted,3
578,Mossy-nest Swiftlet,Aerodramus salangana ,Chistmas Island,IOT,4/27/2008,,Not Accepted,x
758,Mugimaki Flycatcher,Ficedula mugimaki,"Home Island, Cocos (Keeling) Islands",IOT,12/5/2011,,Accepted,1
1112,Mugimaki Flycatcher,Ficedula mugimaki ,Cocos (Keeling) Islands,IOT,Nov- 9-Dec-20,Submission,Accepted,2
259,Narcissus Flycatcher,Ficedula narcissina,Barrow Island ,WA,11/26/1995,,Accepted,1
907,Narcissus Flycatcher,Ficedula narcissina ,Cocos (Keeling) Islands,IOT,2/5/2016,,Accepted,2
684,New Caledonian Storm-Petrel,Fregetta lineata,Ulladulla,NSW,3/29/2010,,Accepted,1
699,New Caledonian Storm-Petrel,Fregetta lineata,off Southport,QLD,6/18/2011,,Accepted,2
755.1,New Caledonian Storm-Petrel,Fregetta lineata,Queensland Seamount,QLD,4/14/2012,,Accepted,3
755.2,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,4/15/2012,,Accepted,4
806,New Caledonian Storm-Petrel,Fregetta lineata,Swansea,NSW,4/14/2013,,Not Accepted,x
1259,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,4/14/2012,Submission,Accepted,5
1260,New Caledonian Storm-Petrel,Fregetta lineata,Southport,QLD,4/21/2018,Submission,Accepted,6
1261,New Caledonian Storm-Petrel,Fregetta lineata,Queensland Seamount,QLD,10/31/2020,Submission,Accepted,7
1262,New Caledonian Storm-Petrel,Fregetta lineata,Queensland Seamount,QLD,1/23/2021,Submission,Accepted,8
1263,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,2/14/2021,Submission,Accepted,9
1264,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,5/8/2021,Submission,Accepted,10
1265,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,5/9/2021,Submission,Accepted,11
1266,New Caledonian Storm-Petrel,Fregetta lineata,Southport,QLD,12/18/2021,Submission,Accepted,12
1267,New Caledonian Storm-Petrel,Fregetta lineata,Britannia Seamount,NSW,3/6/2022,Submission,Accepted,13
1268,New Caledonian Storm-Petrel,Fregetta lineata,Queensland Seamount,QLD,11/12/2022,Submission,Accepted,14
636,New Zealand Storm-Petrel,Fregetta maoriana,Port Stephens,NSW,3/28/2010,,Not Accepted,X
691,New Zealand Storm-Petrel,Fregetta maoriana,Off Wollongong,NSW,4/24/2010,,Accepted,1
1050,New Zealand Storm-Petrel,Fregetta maoriana,Crowdy Head,NSW,1/13/2019,Submission,Accepted,2
1219,New Zealand Storm-Petrel,Fregetta maoriana,Eaglehawk Neck,TAS,2/6/2022,Submission,Accepted,3
1269,New Zealand Storm-Petrel,Fregetta maoriana,off Eaglehawk Neck,TAS,12/31/2018,Submission,Accepted,4
109.1,Newell's Shearwater,Puffinus newelli,Off Wollongong,NSW,2/28/1987,Submission,Accepted,3
246,Newell's Shearwater,Puffinus newelli,"Phillip Island, Norfolk Island ",NI,12/2/1997,,Accepted,1
770,Newell's Shearwater,Puffinus newelli,off Norfolk Island,NI,4/3/2010,,Accepted,2
836,Nicobar Pigeon,Caloenas nicobarica,"Jabiru FPSO Oil Platform, Timor Sea",IOT,1/31/1989,,Accepted,1
12,Night Parrot,Pezopurus occidentalis,Near Mt Bannerman,WA,Dec 1975-Oct 1977,,Not Accepted,x
42,Night Parrot,Pezopurus occidentalis,Near Birdsville,QLD,10/20/1980,,Not Accepted,x
188,Night Parrot,Pezopurus occidentalis,Eulo Bore,QLD,10/20/1994,,Not Accepted,x
506,Night Parrot,Pezopurus occidentalis,Minga Well ,WA,4/12/2005,,Accepted,1
651,Night Parrot,Pezopurus occidentalis,Nullagine,WA,6/2/2010,,Not Accepted,x
743,Night Parrot,Pezopurus occidentalis,Hattah Kulkyne,VIC,11/19/2011,,Not Accepted,x
955,Night Parrot,Pezoporus occidentalis,Matuwa,WA,11/24/2009,,Not Accepted,x
974,Night Parrot,Pezoporus occidentalis,Near Wiluna,WA,3/12/2017,,Accepted,2
32,Nordmann's Greenshank,Tringa guttifer,Darwin,NT,3/9/1974,,Not Accepted,x
519,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach ,WA,12/2/2006,,Accepted,1
673,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach,WA,12/29/2009,,Accepted,2
751,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach,WA,12/10/2011,,Accepted,3
823,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach,WA,11/30/2013,,Accepted,4
911,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach,WA,12/3/2014,,Accepted,5
1171,Nordmann's Greenshank,Tringa guttifer,Cains Esplanade,QLD,26/12/20 +,Submission,Accepted,6
1244,Nordmann's Greenshank,Tringa guttifer,Cains Esplanade,QLD,16-Dec-21 to 16 Apr 22,Submission,Accepted,7
1276,Nordmann's Greenshank,Tringa guttifer,Cains Esplanade,QLD,16-Dec-22 to 3-Apr-23,Submission,Accepted,8
1307,Nordmann's Greenshank,Tringa guttifer,80 Mile Beach,WA,28/11/2020 - 5/12/2020,,Under review,
1308,Nordmann's Greenshank,Tringa guttifer,Roebuck Bay,WA,12/2/2020,,Under review,
1309,Nordmann's Greenshank,Tringa guttifer,Roebuck Bay,WA,11/14/2023,,Under review,
17,Northern Boobook,Ninox japonica,Ashmore Reef,WA,1/6/1973,,Accepted,1
983,Northern Boobook,Ninox japonica,Christmas Island,IOT,2/5/2017,,Accepted,2
111,Northern Pintail,Anas acuta,Chandala Swamp,WA,7/12/1986,,Accepted,1
301,Northern Pintail,Anas acuta,Near Grafton ,NSW,8/3/2000,,Accepted,2
403,Northern Pintail,Anas acuta,Darwin ,NT,10/19/2003,,Accepted,3
445,Northern Pintail,Anas acuta,Wyndham ,WA,11/23/2004,,Accepted,4
652,Northern Pintail,Anas acuta,Mandurah,WA,7/20/2010,,Accepted,5
702,Northern Pintail,Anas acuta,Mandurah,WA,3/30/2011,,Accepted,6
762,Northern Pintail,Anas acuta,Vasse Wonnerup,WA,9/12/2012,,Accepted,7
956,Northern Pintail,Anas acuta,Cocos (Keeling) Islands,IOT,28-Jan-17 - 20-Mar-17,,Accepted,8
471,Northern Rockhopper Penguin,Eudyptes moseleyi,Two Peoples Bay ,WA,1/6/2006,,Accepted,1
552,Northern Rockhopper Penguin,Eudyptes moseleyi,Denmark ,WA,7/14/2007,,Accepted,2
669,Northern Rockhopper Penguin,Eudyptes moseleyi,Torbay,TAS,1/13/2007,,Accepted,3
671,Northern Rockhopper Penguin,Eudyptes moseleyi,King Island,TAS,7/23/1972,,Accepted,4
672,Northern Rockhopper Penguin,Eudyptes moseleyi,Northwest Tasmania,TAS,2/25/1959,,Accepted,5
1048,Northern Rockhopper Penguin,Eudyptes moseleyi,Redgate Beach,WA,1/1/2019,,Withdrawn,x
121,Northern Shoveler,Spatula clypeata,Lake Cowal,NSW,10/17/1989,,Not Accepted,x
307,Northern Shoveler,Spatula clypeata,Near Grafton ,NSW,8/19/2000,,Accepted,1
348,Northern Shoveler,Spatula clypeata,"Pelican Island, Jerseyville ",NSW,5/13/2002,,Accepted,2
379,Northern Shoveler,Spatula clypeata,"Ash Island, Newcastle ",NSW,7/28/2002,,Accepted,3
402,Northern Shoveler,Spatula clypeata,Braeside Park ,VIC,9/28/2003,,Accepted,4
434,Northern Shoveler,Spatula clypeata,Buckland Park ,SA,9/3/1986,,Accepted,5
463,Northern Shoveler,Spatula clypeata,Werribee,VIC,5/25/2004,,Accepted,6
469,Northern Shoveler,Spatula clypeata,Near Kempsey ,NSW,6/25/2005,,Accepted,7
502,Northern Shoveler,Spatula clypeata,Lake Borrie ,VIC,9/8/1999,,Accepted,8
848,Northern Shoveler,Spatula clypeata,Murtho,SA,11/20/2014,,Not Accepted,x
858,Northern Shoveler,Spatula clypeata,Werribee Treatment Plant,VIC,5/12/2013,,Accepted,9
973,Northern Shoveler,Spatula clypeata,Near Salt Creek,SA,7/29/2017,,Accepted,10
1045,Northern Shoveler,Spatula clypeata,Port MacDonnell,SA,11/23/2018,Submission,Accepted,11
1095,Northern Shoveler,Spatula clypeata,North Kempsey,NSW,7/27/2006,Submission,Accepted,12
1096,Northern Shoveler,Spatula clypeata,Leeton,NSW,7/29/2019,Submission,Accepted,13
214,Northern Wheatear,Oenanthe oenanthe,Chistmas Island,IOT,Jan-96,,Not Accepted,x
442,Orange-bellied Fruit-Dove,Ptilinopus iozonus,"Boigu Island, Torres Strait",QLD,11/13/2004,,Accepted,1
404,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons,"Boigu Island, Torres Strait",QLD,10/23/2003,,Not Accepted,x
913,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons,"Boigu Island, Torres Strait",QLD,3/7/2016,,Accepted,1
1218,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons,Saibai Island,QLD,1/28/2022,Submission,Accepted,2
1300,Orange-fronted Fruit-dove,Ptilinopus aurantiifrons,"Boigu Island, Torres Strait",QLD,2/28/2024,,Under review,
26,Oriental Hobby,Falco severus,Point Stuart Station,NT,6/23/1978,,Not Accepted,x
335,Oriental Honey-Buzzard,Pernis ptilorhynchus,Chistmas Island,IOT,12/10/2001,,Accepted,1
477,Oriental Honey-Buzzard,Pernis ptilorhynchus,Kakadu ,NT,5/5/2005,,Accepted,2
696,Oriental Honey-Buzzard,Pernis ptilorhynchus,Chistmas Island,IOT,2/2/2011,,Not Accepted,x
852,Oriental Honey-Buzzard,Pernis ptilorhynchus,Lake Joondalup,WA,1/3/2015,,Accepted,3
963,Oriental Honey-Buzzard,Pernis ptilorhynchus,Ashmore Reef,WA,18-19 April 2012,,Accepted,4
1060,Oriental Honey-Buzzard,Pernis ptilorhynchus,Christmas Island,IOT,2/17/2019,Submission,Accepted,5
43,Oriental Reed-Warbler,Acrocephalus orientalis,Lake Surprise,NT,Jul-81,,Not Accepted,x
161,Oriental Reed-Warbler,Acrocephalus orientalis,Port Macquarie,NSW,12/27/1992,,Accepted,1
171,Oriental Reed-Warbler,Acrocephalus orientalis,Kununurra,WA,1/4/1982,,Accepted,2
216,Oriental Reed-Warbler,Acrocephalus orientalis,Miallo ,QLD,Mar-96,,Accepted,3
221,Oriental Reed-Warbler,Acrocephalus orientalis,Lake Eda ,WA,Mar-95,,Not Accepted,x
247,Oriental Reed-Warbler,Acrocephalus orientalis,Broome ,WA,Mar-98,,Accepted,4
367,Oriental Reed-Warbler,Acrocephalus orientalis,"Parry's Lagoon, Wyndam ",WA,7/16/2002,,Not Accepted,x
465,Oriental Reed-Warbler,Acrocephalus orientalis,Ashmore Reef,WA,10/28/2004,,Accepted,5
534,Oriental Reed-Warbler,Acrocephalus orientalis,"West Island, Ashmore Reef",WA,10/28/2006,,Accepted,6
535,Oriental Reed-Warbler,Acrocephalus orientalis,Ashmore Reef,WA,10/26/2006,,Accepted,7
549,Oriental Reed-Warbler,Acrocephalus orientalis,Ashmore Reef,WA,10/25/2007,,Accepted,8
553,Oriental Reed-Warbler,Acrocephalus orientalis,Townsville ,QLD,1/8/1988,,Accepted,9
800,Oriental Scops Owl,Otus sunia,Barrow Island,WA,5/12/2013,,Accepted,1
838,Oriental Turtle-Dove,Streptopelia orientalis,"West Island, Cocos (Keeling) Islands",IOT,3/15/2014,,Accepted,1
862,Osprey,Pandion haliaetus haliaetus,Cocos (Keeling) Islands,IOT,12/25/2014,,Accepted,1
197,Pacific Swallow,Hirundo tahitica,Mossman ,QLD,3/28/1995,,Not Accepted,x
410,Pacific Swallow,Hirundo tahitica,Low Lake ,QLD,8/3/2003,,Not Accepted,x
775,Pacific Swallow,Hirundo tahitica,Near Mossman,QLD,1994 - 2011,,Not Accepted,x
296,Pale-headed Munia,Lonchura pallida,Ashmore Reef,WA,12/22/2000,,Accepted,1
433,Pale-headed Munia,Lonchura pallida,Ashmore Reef,WA,1/28/2003,,Accepted,2
576,Pallas's Grasshopper-Warbler,Locustella certhiola ,Chistmas Island,IOT,4/21/2008,,Accepted,1
731,Pallas's Grasshopper-Warbler,Locustella certhiola,Ashmore Reef,WA,4/8/2011,,Accepted,2
827,Pallas's Grasshopper-Warbler,Locustella certhiola,Ashmore Reef,WA,4/25/2014,,Accepted,3
263,Papuan Harrier,Circus spilothorax,Lennox Head ,NSW,8/27/1997,,Not Accepted,x
448,Papuan Harrier,Circus spilothorax,Phillip Island ,VIC,10/2/2004,,Not Accepted,x
501,Papuan Harrier,Circus spilothorax,Weipa ,QLD,8/8/2006,,Not Accepted,x
561,Papuan Harrier ,Circus spilothorax,Near Wyndham ,WA,8/20/2007,,Not Accepted,x
451,Papuan Spine-tailed Swift,Mearnsia novaeguineae,"Boigu Island, Torres Strait",QLD,11/17/2004,,Accepted,1
1181,Papuan Spine-tailed Swift,Mearnsia novaeguineae,"Boigu Island, Torres Strait",QLD,3/20/2020,Submission,Accepted,3
591,Papuan Spinetail,Mearnsia novaeguineae,"Saibai Island, Torres Strait",QLD,2/22/2009,,Accepted,2
1301,Papuan Spinetail,Mearnsia novaeguineae,"Boigu Island, Torres Strait",QLD,2/27/2024,,Under review,
895,Paradise Shelduck,Tadorna variegata,Lake Wollumboola,NSW,12/27/2015,,Accepted,1
327,Pechora Pipit,Anthus gustavi,Ashmore Reef,WA,11/5/2001,,Accepted,1
724,Pechora Pipit,Anthus gustavi,Ashmore Reef,WA,11/14/2010,,Accepted,2
725,Pechora Pipit,Anthus gustavi,Browse Island,WA,11/17/2010,,Accepted,3
986,Peregrine Falcon,Falco peregrinus calidus,Legune station,NT,11/4/2016,,Accepted,1
1044,Peregrine Falcon,Falco peregrinus japonensis,Cains Esplanade,QLD,2/25/2013,Submission,Accepted,2
1228,Peregrine Falcon,Falco peregrinus calidus,Sandgate area,QLD,20-Oct-21 to 20-Feb-22,Submission,Accepted,3
4,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Paraburdoo ,WA,12/22/1974,,Accepted,1
174,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Murwilliumbah,NSW,8/17/1993,,Not Accepted,x
1033,Phoenix Petrel,Pterodroma alba,Raine Island,QLD,26-27-Jun-18,Submission,Accepted,1
1030,Pied Imperial-Pigeon,Ducula bicolor bicolor,Christmas Island,IOT,4-Feb-1899,Submission,Accepted,1
304,Pin-tailed Snipe,Gallinago stenura,Chistmas Island,IOT,12/30/1999,,Not Accepted,x
473,Pin-tailed Snipe,Gallinago stenura,Broome ,WA,1/31/2004,,Accepted,1
478,Pin-tailed Snipe,Gallinago stenura,Broome ,WA,2/16/1998,,Accepted,2
546,Pin-tailed Snipe,Gallinago stenura,"Taylors Lagoon, Broome ",WA,2/18/2005,,Accepted,3
1257,Pin-tailed Snipe,Gallinago stenura,Jerrabomberra Wetlands Nature Reserve,ACT,2/6/2022,,Under review,
107,Pink-footed Shearwater,Ardenna creatopus,Off Wollongong,NSW,3/22/1986,,Accepted,1
600,Pinon's Imperial-Pigeon,Ducula pinon,"Boigu Island, Torres Strait",QLD,11/14/2006,,Not Accepted,x
563,Polynesian Storm-Petrel,Nesofregetta fuliginosa,Norfolk Ridge ,NI,4/7/2008,,Accepted,1
774,Polynesian Storm-Petrel,Nesofregetta fuliginosa,off Southport,QLD,1/19/2013,,Accepted,2
820,Polynesian Storm-Petrel,Nesofregetta fuliginosa,Queensland Seamount,QLD,4/12/2014,,Accepted,3
59,Providence Petrel,Pterodroma solandri,Bass Strait,VIC,4/23/1983,,Accepted,1
784,Purple Heron,Ardea purpurea,Herdsman Lake,WA,2/22/2013,,Accepted,1
1061,Purple Heron,Ardea purpurea,Carnarvon,WA,11/18/2018,Submission,Accepted,2
1067,Purple Heron,Ardea purpurea,Christmas Island,IOT,6/7/2019,Submission,Accepted,3
1222,Purple Heron,Ardea purpurea,Cocos (Keeling) Islands,IOT,11/13/2021,Submission,Accepted,4
213,Purple-backed Starling,Agropsar sturninus,Chistmas Island,IOT,Jun-96,,Accepted,1
698,Purple-backed Starling,Agropsar sturninus,Cocos (Keeling) Islands,IOT,12/9/2010,,Accepted,2
736,Purple-backed Starling,Agropsar sturninus,Chistmas Island,IOT,12/28/2011,,Accepted,3
599,Pycroft's Petrel,Pterodroma pycrofti,off Lord Howe Island ,NSW,10/1/2008,,Not Accepted,x
1107,Pycroft's Petrel,Pterodroma pycrofti,Newcastle,NSW,10/12/2002,Submission,Not Accepted,x
1108,Pycroft's Petrel,Pterodroma pycrofti,Broughton Island,NSW,25-26 Oct-19,Submission,Accepted,1
1211,Pycroft's Petrel,Pterodroma pycrofti,Bremer Canyon,WA,2/24/2018,Submission,Accepted,2
77,Red Phalarope,Phalaropus fulicarius,Lake Woorinen,VIC,Feb-Mar 1976,,Accepted,1
119,Red Phalarope,Phalaropus fulicarius,McGrath Flat,SA,7/7/1989,,Accepted,2
166,Red Phalarope,Phalaropus fulicarius,Port Fairy,VIC,7/12/1992,,Accepted,3
420,Red Phalarope,Phalaropus fulicarius,Lake Mitchel ,QLD,11/4/2003,,Accepted,4
638,Red Phalarope,Phalaropus fulicarius,Chistmas Island,IOT,10/31/2004,,Not Accepted,x
875,Red Phalarope,Phalaropus fulicarius,Greenough River,WA,3/13/2012,,Accepted,5
946,Red Phalarope,Phalaropus fulicarius,Roebuck Bay,WA,12/15/2017,,Accepted,6
1209,Red Phalarope,Phalaropus fulicarius,"Leanyer Sewage Ponds, Darwin",NT,21-Jan-14 to 31-Mar-14,Submission,Accepted,7
,Red text changed by DJ for TP to approve,,,,,,,
472,Red Turtle-Dove,Streptopelia tranquebarcia,Chistmas Island,IOT,12/30/2005,,Accepted,1
564,Red Turtle-Dove,Streptopelia tranquebarcia,Chistmas Island,IOT,1/17/2008,,Accepted,2
683,Red Turtle-Dove,Streptopelia tranquebarcia,Chistmas Island,IOT,12/9/2010,,Accepted,3
739,Red Turtle-Dove,Streptopelia tranquebarcia,Chistmas Island,IOT,12/1/2011,,Accepted,4
656,Red-billed Tropicbird,Phaethon aethereus,Lord Howe Island,NSW,10/6/2010,,Accepted,1
940,Red-billed Tropicbird,Phaethon aethereus,Christmas Island,IOT,5/15/2016,,Accepted,3
1291,Red-billed Tropicbird,Phaethon aethereus indicus,Christmas Island,IOT,25/08/2023 - 20/09/2023,Submission,Accepted,4
905,Red-billed Tropicbird  ,Phaethon aethereus,Ashmore Reef,WA,11/14/2014,,Accepted,2
273,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Saibai Island, Torres Strait ",QLD,7/19/1996,,Accepted,1
355,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Saibai Island, Torres Strait",QLD,9/4/2002,,Accepted,2
356,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Saibai Island, Torres Strait",QLD,8/26/2002,,Accepted,3
357,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Saibai Island, Torres Strait",QLD,2/5/2002,,Accepted,4
454,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Boigu Island, Torres Strait",QLD,11/15/2004,,Accepted,5
455,Red-capped Flowerpecker,Dicaeum geelvinkianum,"Saibai Island, Torres Strait",QLD,11/19/2004,,Accepted,6
29,Red-chested Button-quail,Turnix pyrrhothorax,Kooloonong,VIC,Jan-78,,Not Accepted,x
1021,Red-flanked Lorikeet,Charmosyna placentis,Near Saibai Island. Torres Strait,QLD,3/24/2018,Submission,Not Accepted,x
540,Red-legged Crake,Rallina fasciata,Whim Creek ,WA,6/29/2007,,Accepted,1
723,Red-legged Crake,Rallina fasciata,Ashmore Reef,WA,11/8/2010,,Accepted,2
93,Red-necked Phalarope,Phalaropus lobatus,Guyra,NSW,1/29/1979,,Accepted,1
50,Red-rumped Swallow,Cecropis daurica,Mossman ,QLD,2/12/1983,,Accepted,1
208,Red-rumped Swallow,Cecropis daurica,Mossman ,QLD,Feb-96,,Withdrawn,x
276,Red-rumped Swallow,Cecropis daurica,Newell Beach,QLD,12/27/1998,,Accepted,2
285,Red-rumped Swallow,Cecropis daurica,Broome Bird Observatory ,WA,12/18/1999,,Accepted,3
286,Red-rumped Swallow,Cecropis daurica,Broome ,WA,12/26/1999,,Not Accepted,x
287,Red-rumped Swallow,Cecropis daurica,"Nimiliaca Wetlands, Broome ",WA,12/20/1999,,Not Accepted,x
289,Red-rumped Swallow,Cecropis daurica,Chistmas Island,IOT,11/18/1999,,Accepted,4
290,Red-rumped Swallow,Cecropis daurica,Broome ,WA,1/6/1992,,Accepted,5
292,Red-rumped Swallow,Cecropis daurica,Kunnunurra ,WA,12/13/1999,,Accepted,6
298,Red-rumped Swallow,Cecropis daurica,Roebuck Plains ,WA,1/19/2000,,Accepted,7
336,Red-rumped Swallow,Cecropis daurica,Newell Beach ,QLD,1/5/2002,,Accepted,8
362,Red-rumped Swallow,Cecropis daurica,Daintree River Crossing ,QLD,1/13/2002,,Accepted,9
390,Red-rumped Swallow,Cecropis daurica,Darwin ,NT,2/20/2003,,Accepted,10
460,Red-rumped Swallow,Cecropis daurica,Roebuck Plains ,WA,2/17/2005,,Accepted,11
483,Red-rumped Swallow,Cecropis daurica,Darwin ,NT,3/16/2006,,Accepted,12
184,Red-throated Pipit,Anthus cervinus,Broome,WA,1/6/1992,,Accepted,1
547,Red-throated Pipit,Anthus cervinus,Broome ,WA,12/2/2007,,Accepted,2
813,Red-throated Pipit,Anthus cervinus,Lake McLarty ,WA,1/26/2014,,Accepted,3
835,Red-throated Pipit,Anthus cervinus,Ashmore Reef,WA,4/19/2014,,Accepted,4
868,Red-throated Pipit,Anthus cervinus,Lake Eda,WA,12/8/2014,,Accepted,5
1157,Red-throated Pipit,Anthus cervinus,Meekatharra,WA,9-14-Mar-19,Submission,Accepted,6
1195,Red-throated Pipit,Anthus cervinus,Cocos (Keeling) Islands,IOT,12/9/2019,Submission,Accepted,7
1018,Ringed Plover,Charadrius  hiaticula ,"Pioneer Bay, Western Port Bay",VIC,11/13/1996,Submission,Accepted,6
380,Rock Shag,Phalacrocorax magellanicus ,Houtman Abrolhos ,WA,12/14/2002,,Not Accepted,x
30,Roseate Tern,Sterna dougalii,Gipsland Lakes NP,VIC,1/7/1981,,Not Accepted,x
437,Rosy Starling,Pastor roseus,"Lake Eda Point, Broome ",WA,9/3/2004,,Accepted,1
474,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,11/30/2005,,Accepted,2
520,Rosy Starling,Pastor roseus,Coffs Harbour ,NSW,12/4/2006,,Accepted,3
979,Rosy Starling,Pastor roseus,Amhem Land,NT,9/27/2017,,Accepted,4
1077,Rosy Starling,Pastor roseus,Gwandalan,NSW,8/12/2019,Submission,Accepted,5
1133,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,11/9/2011,Submission,Accepted,6
1134,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,9-Nov-16 to 24-Jan-17,Submission,Accepted,7
1135,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,4/14/2018,Submission,Accepted,8
1136,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,12/24/2018,Submission,Accepted,9
1137,Rosy Starling,Pastor roseus,Cocos (Keeling) Islands,IOT,9/11/2019,Submission,Accepted,10
1278,Rosy Starling,Pastor roseus,Ashmore Reef,WA,10/28/2022,Submission,Accepted,11
1292,Rosy Starling,Pastor roseus,Christmas Island,IOT,5/25/2020,Submission,Accepted,12
63,Royal Penguin,Eudyptes schlegeli,Robe,SA,2/27/1983,,Accepted,1
789,Ruddy-breasted Crake,Zapornia fusca,Chistmas Island,IOT,Aug-40,,Not Accepted,x
1029,Ruddy-breasted Crake,Zapornia fusca,Christmas Island,IOT,29-Aug-1897,Submission,Accepted,1
76,Sabine's Gull,Xema sabini,off Wollongong,NSW,3/23/1985,,Accepted,1
86,Sabine's Gull,Xema sabini,Darwin,NT,Apr-82,,Accepted,2
90,Sabine's Gull,Xema sabini,off Port MacDonnell,SA,6/17/1984,,Accepted,3
328,Sabine's Gull,Xema sabini,Coconut Well Beach ,WA,12/14/2001,,Accepted,4
447,Sabine's Gull,Xema sabini,Eighty-mile Beach ,WA,11/22/2004,,Accepted,5
518,Sabine's Gull,Xema sabini,Near Derby ,WA,8/17/2006,,Accepted,6
1310,Sabine's Gull,Xema sabini,Off Wollongong,NSW,6/30/1985,,Under review,
539,Saunders's Tern,Sternula saundersi,Cocos (Keeling) Islands,IOT,11/23/2007,,Accepted,1
1064,Saunders's Tern,Sternula saundersi,Cocos (Keeling) Islands,IOT,11/2018 - Apr/2019,Submission,Accepted,2
187,Savanna Nightjar,Caprimulgus affinis,Chistmas Island,IOT,5/30/1994,,Accepted,1
38,scaly thrush',Zoothera sp. ,"Booby Island, , Torres Strait",QLD,12/21/1977,,Not Accepted,x
646,Semipalmated Plover,Charadrius semipalmatus,Clonmel Island,VIC,6/13/2010,,Accepted,1
648,Semipalmated Plover,Charadrius semipalmatus,Tuross Estuary,NSW,5/22/2010,,Accepted,2
871,Semipalmated Plover,Charadrius semipalmatus,Carpenter Rocks,SA,11/4/2014,,Accepted,4
873,Semipalmated Plover,Charadrius semipalmatus,Broome,WA,10/23/2009,,Accepted,3
982,Semipalmated Plover,Charadrius semipalmatus,"Airport Pond, Lord Howe",NSW,3/29/2017,,Accepted,5
1086,Semipalmated Plover,Charadrius semipalmatus,Shoalhaven Heads,NSW,2-Oct--19,Submission,Accepted,6
1166,Semipalmated Plover,Charadrius semipalmatus,Broome,WA,9/6/2010,Submission,Accepted,7
1189,Semipalmated Plover,Charadrius semipalmatus,Bundaberg Port,QLD,1/6/2012,Submission,Accepted,8
647,Semipalmated Sandpiper,Calidris pusilla,Cains Esplanade,QLD,3/17/2010,,Not Accepted,x
